web-scraper-order,web-scraper-start-url,films,films-href,title,genres,image-src,number
"1678815106-2644","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Visitor (2007)","https://letterboxd.com/film/the-visitor/","The Visitor","[{""genres"":""drama""},{""genres"":""music""},{""genres"":""crime""}]","https://a.ltrbxd.com/resized/film-poster/4/4/5/6/2/44562-the-visitor-0-230-0-345-crop.jpg?v=6541ad3f25","3818"
"1678815108-2645","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Paradise Now (2005)","https://letterboxd.com/film/paradise-now/","Paradise Now","[{""genres"":""thriller""},{""genres"":""crime""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/5/1/9/8/2/51982-paradise-now-0-230-0-345-crop.jpg?v=69a9c76043","3817"
"1678815110-2646","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Big Trouble in Little China (1986)","https://letterboxd.com/film/big-trouble-in-little-china/","Big Trouble in Little China","[{""genres"":""action""},{""genres"":""comedy""},{""genres"":""adventure""},{""genres"":""fantasy""}]","https://a.ltrbxd.com/resized/film-poster/4/8/1/3/9/48139-big-trouble-in-little-china-0-230-0-345-crop.jpg?v=09a4acfe13","3816"
"1678815113-2647","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Pretty Poison (1968)","https://letterboxd.com/film/pretty-poison/","Pretty Poison","[{""genres"":""thriller""},{""genres"":""romance""},{""genres"":""drama""},{""genres"":""crime""}]","https://a.ltrbxd.com/resized/sm/upload/4h/1z/v1/cs/zvYzW6MpiGUbgDEvyyXvsFckYk2-0-230-0-345-crop.jpg?v=55152dcc9e","3815"
"1678815115-2648","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Mr. Blandings Builds His Dream House (1948)","https://letterboxd.com/film/mr-blandings-builds-his-dream-house/","Mr. Blandings Builds His Dream House","[{""genres"":""comedy""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/3/0/4/9/6/30496-mr-blandings-builds-his-dream-house-0-230-0-345-crop.jpg?v=7accab9c22","3814"
"1678815117-2649","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Gunga Din (1939)","https://letterboxd.com/film/gunga-din/","Gunga Din","[{""genres"":""war""},{""genres"":""comedy""},{""genres"":""adventure""}]","https://a.ltrbxd.com/resized/film-poster/3/6/3/9/0/36390-gunga-din-0-230-0-345-crop.jpg?v=488f449cca","3813"
"1678815120-2650","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Be with You (2018)","https://letterboxd.com/film/be-with-you-2018/","Be with You","[{""genres"":""drama""},{""genres"":""romance""},{""genres"":""fantasy""}]","https://a.ltrbxd.com/resized/film-poster/4/2/9/0/9/5/429095-be-with-you-0-230-0-345-crop.jpg?v=977e09784e","3812"
"1678815122-2651","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Young Master (1980)","https://letterboxd.com/film/the-young-master/","The Young Master","[{""genres"":""comedy""},{""genres"":""action""}]","https://a.ltrbxd.com/resized/film-poster/4/5/1/8/5/45185-the-young-master-0-230-0-345-crop.jpg?v=1f201bf4ad","3811"
"1678815125-2652","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Humanité (1999)","https://letterboxd.com/film/humanite/","Humanité","[{""genres"":""drama""},{""genres"":""mystery""}]","https://a.ltrbxd.com/resized/film-poster/1/5/3/4/1534-humanite-0-230-0-345-crop.jpg?v=65bda0cd4c","3810"
"1678815127-2653","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Cat and the Canary (1939)","https://letterboxd.com/film/the-cat-and-the-canary/","The Cat and the Canary","[{""genres"":""thriller""},{""genres"":""mystery""},{""genres"":""horror""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/4/0/0/5/8/40058-the-cat-and-the-canary-0-230-0-345-crop.jpg?v=942e92d363","3809"
"1678815129-2654","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","River's Edge (1986)","https://letterboxd.com/film/rivers-edge/","River’s Edge","[{""genres"":""thriller""},{""genres"":""drama""},{""genres"":""crime""}]","https://a.ltrbxd.com/resized/sm/upload/d5/0k/p2/ms/bT68aKa9d7zDF7Z8MaskbWBRqzb-0-230-0-345-crop.jpg?v=53eaab03af","3808"
"1678815131-2655","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Time After Time (1979)","https://letterboxd.com/film/time-after-time/","Time After Time","[{""genres"":""adventure""},{""genres"":""drama""},{""genres"":""thriller""},{""genres"":""science-fiction""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/3/6/5/4/6/36546-time-after-time-0-230-0-345-crop.jpg?v=b540f614e5","3807"
"1678815134-2656","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Metropolis (2001)","https://letterboxd.com/film/metropolis-2001/","Metropolis","[{""genres"":""animation""},{""genres"":""science-fiction""}]","https://a.ltrbxd.com/resized/film-poster/4/6/9/9/5/46995-metropolis-0-230-0-345-crop.jpg?v=acf398cd9d","3806"
"1678815136-2657","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Young Lions (1958)","https://letterboxd.com/film/the-young-lions/","The Young Lions","[{""genres"":""war""},{""genres"":""drama""},{""genres"":""action""}]","https://a.ltrbxd.com/resized/film-poster/2/4/2/4/0/24240-the-young-lions-0-230-0-345-crop.jpg?v=8b191be83d","3805"
"1678815139-2658","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Dark Corner (1946)","https://letterboxd.com/film/the-dark-corner/","The Dark Corner","[{""genres"":""crime""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/3/8/4/7/1/38471-the-dark-corner-0-230-0-345-crop.jpg?v=1519d38cc0","3804"
"1678815141-2659","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","If Beale Street Could Talk (2018)","https://letterboxd.com/film/if-beale-street-could-talk/","If Beale Street Could Talk","[{""genres"":""romance""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/3/9/7/5/7/8/397578-if-beale-street-could-talk-0-230-0-345-crop.jpg?v=2f69ae8b7a","3803"
"1678815143-2660","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","The Girl with the Dragon Tattoo (2011)","https://letterboxd.com/film/the-girl-with-the-dragon-tattoo-2011/","The Girl with the Dragon Tattoo","[{""genres"":""thriller""},{""genres"":""crime""},{""genres"":""mystery""}]","https://a.ltrbxd.com/resized/sm/upload/0a/ec/72/pb/zHGxi75Ugw69jtCmOK8TvwU588z-0-230-0-345-crop.jpg?v=58931ddc0d","3802"
"1678815146-2661","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/39","Born Into Brothels: Calcutta's Red Light Kids (2004)","https://letterboxd.com/film/born-into-brothels-calcuttas-red-light-kids/","Born Into Brothels: Calcutta’s Red Light Kids","[{""genres"":""documentary""}]","https://a.ltrbxd.com/resized/film-poster/5/1/0/6/7/51067-born-into-brothels-0-230-0-345-crop.jpg?v=d8f67ddad0","3801"
"1678815167-2662","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Freud: The Secret Passion (1962)","https://letterboxd.com/film/freud-the-secret-passion/","Freud: The Secret Passion","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/2/8/4/0/4/28404-freud-the-secret-passion-0-230-0-345-crop.jpg?v=ecb5391df5","3800"
"1678815169-2663","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Strait-Jacket (1964)","https://letterboxd.com/film/strait-jacket/","Strait-Jacket","[{""genres"":""drama""},{""genres"":""horror""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/3/2/8/9/9/32899-strait-jacket-0-230-0-345-crop.jpg?v=fd286bf216","3799"
"1678815171-2664","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Lisbon Story (1994)","https://letterboxd.com/film/lisbon-story/","Lisbon Story","[{""genres"":""music""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/5/1/6/9/9/51699-lisbon-story-0-230-0-345-crop.jpg?v=5e36eaf340","3798"
"1678815173-2665","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","The God of Cookery (1996)","https://letterboxd.com/film/the-god-of-cookery/","The God of Cookery","[{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/2/3/6/7/8/23678-the-god-of-cookery-0-230-0-345-crop.jpg?v=98f93c2cac","3797"
"1678815176-2666","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Housekeeping (1987)","https://letterboxd.com/film/housekeeping/","Housekeeping","[{""genres"":""comedy""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/1/3/3/2/1332-housekeeping-0-230-0-345-crop.jpg?v=0bb181eac5","3796"
"1678815178-2667","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Dogfight (1991)","https://letterboxd.com/film/dogfight/","Dogfight","[{""genres"":""drama""},{""genres"":""romance""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/4/2/9/0/6/42906-dogfight-0-230-0-345-crop.jpg?v=d54888c2d7","3795"
"1678815181-2668","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Guys and Dolls (1955)","https://letterboxd.com/film/guys-and-dolls/","Guys and Dolls","[{""genres"":""comedy""},{""genres"":""crime""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/4/9/1/1/9/49119-guys-and-dolls-0-230-0-345-crop.jpg?v=a5ab1c521b","3794"
"1678815183-2669","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Robin Williams: Come Inside My Mind (2018)","https://letterboxd.com/film/robin-williams-come-inside-my-mind/","Robin Williams: Come Inside My Mind","[{""genres"":""documentary""}]","https://a.ltrbxd.com/resized/film-poster/4/2/3/5/6/1/423561-robin-williams-come-inside-my-mind-0-230-0-345-crop.jpg?v=11c392150c","3793"
"1678815185-2670","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","White Material (2009)","https://letterboxd.com/film/white-material/","White Material","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/sm/upload/ty/69/3n/n5/5a9AcBMjKUsRaljrVHKbO7itddx-0-230-0-345-crop.jpg?v=9e9ef8475f","3792"
"1678815188-2671","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","The Devil's Eye (1960)","https://letterboxd.com/film/the-devils-eye/","The Devil’s Eye","[{""genres"":""comedy""},{""genres"":""drama""},{""genres"":""fantasy""}]","https://a.ltrbxd.com/resized/film-poster/1/7/3/6/5/17365-the-devil-s-eye-0-230-0-345-crop.jpg?v=2fb2d32e29","3791"
"1678815190-2672","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Starred Up (2013)","https://letterboxd.com/film/starred-up/","Starred Up","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/sm/upload/k0/v3/xy/by/zFK9hfrBAQd0ATfzgGWGbPDBpea-0-230-0-345-crop.jpg?v=9b80173146","3790"
"1678815192-2673","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Ay, Carmela! (1990)","https://letterboxd.com/film/ay-carmela/","Ay, Carmela!","[{""genres"":""comedy""},{""genres"":""drama""},{""genres"":""war""}]","https://a.ltrbxd.com/resized/film-poster/2/3/2/5/1/23251-ay-carmela--0-230-0-345-crop.jpg?v=ada7769261","3789"
"1678815194-2674","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Working Girl (1988)","https://letterboxd.com/film/working-girl/","Working Girl","[{""genres"":""comedy""},{""genres"":""drama""},{""genres"":""romance""}]","https://a.ltrbxd.com/resized/film-poster/4/9/6/9/4/49694-working-girl-0-230-0-345-crop.jpg?v=bb6c1ff400","3788"
"1678815197-2675","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Creed (2015)","https://letterboxd.com/film/creed/","Creed","[{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/2/3/9/2/6/0/239260-creed-0-230-0-345-crop.jpg?v=3fa9f6f051","3787"
"1678815199-2676","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Don't Be Bad (2015)","https://letterboxd.com/film/dont-be-bad/","Don’t Be Bad","[{""genres"":""drama""},{""genres"":""crime""}]","https://a.ltrbxd.com/resized/film-poster/2/9/0/1/2/8/290128-don-t-be-bad-0-230-0-345-crop.jpg?v=7db606c7e1","3786"
"1678815201-2677","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","The Fly (1958)","https://letterboxd.com/film/the-fly/","The Fly","[{""genres"":""horror""},{""genres"":""science-fiction""}]","https://a.ltrbxd.com/resized/sm/upload/yq/1o/zd/l7/jA6GYQDuR0RV99sWcjCzz8gcbHB-0-230-0-345-crop.jpg?v=bc7daf0070","3785"
"1678815203-2678","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Natural Born Killers (1994)","https://letterboxd.com/film/natural-born-killers/","Natural Born Killers","[{""genres"":""drama""},{""genres"":""crime""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/5/1/8/1/5/51815-natural-born-killers-0-230-0-345-crop.jpg?v=9b5fec11e1","3784"
"1678815206-2679","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","A Town Called Panic (2009)","https://letterboxd.com/film/a-town-called-panic/","A Town Called Panic","[{""genres"":""comedy""},{""genres"":""animation""},{""genres"":""fantasy""},{""genres"":""family""},{""genres"":""adventure""}]","https://a.ltrbxd.com/resized/film-poster/2/4/3/4/3/24343-a-town-called-panic-0-230-0-345-crop.jpg?v=83eeda5fb6","3783"
"1678815208-2680","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Matilda (1996)","https://letterboxd.com/film/matilda/","Matilda","[{""genres"":""comedy""},{""genres"":""family""},{""genres"":""fantasy""}]","https://a.ltrbxd.com/resized/sm/upload/g7/4y/u4/fr/matilda-0-230-0-345-crop.jpg?v=e8e7c0c177","3782"
"1678815211-2681","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","The Aura (2005)","https://letterboxd.com/film/the-aura/","The Aura","[{""genres"":""thriller""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/sm/upload/av/ne/zs/8n/1ijdC7UMR2lYaQ6a1SnF5ZfZ9Q0-0-230-0-345-crop.jpg?v=1f0d7db95e","3781"
"1678815213-2682","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Enchanted April (1991)","https://letterboxd.com/film/enchanted-april/","Enchanted April","[{""genres"":""romance""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/3/5/2/2/7/35227-enchanted-april-0-230-0-345-crop.jpg?v=08be0ea650","3780"
"1678815216-2683","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","The New York Ripper (1982)","https://letterboxd.com/film/the-new-york-ripper/","The New York Ripper","[{""genres"":""mystery""},{""genres"":""thriller""},{""genres"":""horror""}]","https://a.ltrbxd.com/resized/sm/upload/b5/na/5u/e2/yoR0uX8YXjtyRHv48byKYK8nsjg-0-230-0-345-crop.jpg?v=957ea24cd8","3779"
"1678815218-2684","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Carefree (1938)","https://letterboxd.com/film/carefree/","Carefree","[{""genres"":""romance""},{""genres"":""music""},{""genres"":""comedy""}]","https://a.ltrbxd.com/resized/film-poster/3/2/4/7/6/32476-carefree-0-230-0-345-crop.jpg?v=4185cf121c","3778"
"1678815221-2685","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Finding Vivian Maier (2013)","https://letterboxd.com/film/finding-vivian-maier/","Finding Vivian Maier","[{""genres"":""documentary""}]","https://a.ltrbxd.com/resized/sm/upload/0n/nd/3v/l7/i3rK96zzTBPAdQUcGGFB0q3schs-0-230-0-345-crop.jpg?v=cce748a3a8","3777"
"1678815223-2686","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","D.O.A. (1949)","https://letterboxd.com/film/doa/","D.O.A.","[{""genres"":""crime""},{""genres"":""drama""},{""genres"":""mystery""}]","https://a.ltrbxd.com/resized/film-poster/3/9/9/4/2/39942-d-o-a--0-230-0-345-crop.jpg?v=8b09c35f6d","3776"
"1678815225-2687","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Side by Side (2012)","https://letterboxd.com/film/side-by-side-2012/","Side by Side","[{""genres"":""documentary""}]","https://a.ltrbxd.com/resized/film-poster/8/8/5/3/2/88532-side-by-side-0-230-0-345-crop.jpg?v=2d4e59648f","3775"
"1678815228-2688","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Star Trek: First Contact (1996)","https://letterboxd.com/film/star-trek-first-contact/","Star Trek: First Contact","[{""genres"":""adventure""},{""genres"":""thriller""},{""genres"":""science-fiction""},{""genres"":""action""}]","https://a.ltrbxd.com/resized/sm/upload/ep/2f/5u/5h/qhVB8eUGwkdVvd8Fezk0AgcMPDH-0-230-0-345-crop.jpg?v=7a3be78d62","3774"
"1678815230-2689","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Spider-Man (2002)","https://letterboxd.com/film/spider-man/","Spider-Man","[{""genres"":""fantasy""},{""genres"":""action""}]","https://a.ltrbxd.com/resized/film-poster/5/1/5/6/1/51561-spider-man-0-230-0-345-crop.jpg?v=a7394840f4","3773"
"1678815232-2690","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","Les Misérables (2019)","https://letterboxd.com/film/les-miserables-2019/","Les Misérables","[{""genres"":""drama""},{""genres"":""crime""},{""genres"":""thriller""}]","https://a.ltrbxd.com/resized/film-poster/5/1/4/6/4/7/514647-les-miserables-0-230-0-345-crop.jpg?v=0302cdd69f","3772"
"1678815234-2691","https://letterboxd.com/prof_ratigan/list/top-5000-films-of-all-time-calculated/page/38","The Daytrippers (1996)","https://letterboxd.com/film/the-daytrippers/","The Daytrippers","[{""genres"":""comedy""},{""genres"":""drama""}]","https://a.ltrbxd.com/resized/film-poster/1/5/8/1/8/15818-the-daytrippers-0-230-0-345-crop.jpg?v=5f1dfa0f8b","3771"
